title,platform,Score,release_year
Trap Gunner,PlayStation,9,1998
Trespasser,PC,5,1998
Triple Play '99,PlayStation,7,1998
Triple Play '99,PC,5,1998
Turbo Prop Racing,PlayStation,8,1998
Turok 2: Seeds of Evil,Nintendo 64,9,1998
Twisted Edge Extreme Snowboading,Nintendo 64,7,1998
Twisted Metal 3,PlayStation,4,1998
Ultim@te Race Pro,PC,7,1998
Unholy War,PlayStation,8,1998
Unreal,PC,9,1998
Uprising-X,PlayStation,8,1998
Urban Assault,PC,7,1998
Vangers,PC,7,1998
Vigilance,PC,6,1998
Vigilante 8,PlayStation,8,1998
Virtual Chess 64,Nintendo 64,8,1998
VR Baseball 2000,PC,6,1998
Waialae Country Club: True Golf Classics,Nintendo 64,6,1998
WarGames,PC,7,1998
"Warhammer 40,000: Chaos Gate",PC,7,1998
Warhammer: Dark Omen,PC,7,1998
Warlords III: Darklords Rising,PC,8,1998
Wayne Gretzky's 3D Hockey '98,Nintendo 64,6,1998
WCW Nitro,PlayStation,7,1998
WCW/NWO Revenge,Nintendo 64,8,1998
Wetrix,Nintendo 64,8,1998
Wheel of Fortune,PC,7,1998
Wheel of Fortune [1998],PlayStation,8,1998
Wild 9,PlayStation,9,1998
WipEout 64,Nintendo 64,9,1998
World Cup 98,Nintendo 64,9,1998
World Cup 98,PlayStation,8,1998
WWF Warzone,Nintendo 64,9,1998
WWF Warzone,PlayStation,8,1998
X Games Pro Boarder,PlayStation,7,1998
X-COM: Interceptor,PC,7,1998
X-Men vs. Street Fighter,PlayStation,6,1998
X-Men: Children of the Atom,PlayStation,4,1998
Xenogears,PlayStation,10,1998
Yoshi's Story,Nintendo 64,7,1998
007: Tomorrow Never Dies,PlayStation,5,1999
10-Pin Bowling,Game Boy Color,4,1999
3 Xtreme,PlayStation,3,1999
3-D Ultra NASCAR Pinball,PC,3,1999
3-D Ultra Radio Control Racers,PC,6,1999
40 Winks,PlayStation,6,1999
A Bug's Life,Nintendo 64,7,1999
A Collection of Intellivision Classic Games,PlayStation,4,1999
A.P.B.,Lynx,9,1999
Abomination: The Nemesis Project,PC,5,1999
AeroWings,Dreamcast,8,1999
Age of Empires II: The Age of Kings,PC,9,1999
Age of Wonders,PC,9,1999
AirForce Delta,Dreamcast,8,1999
Akuji The Heartless,PlayStation,8,1999
Akuma: Demon Spawn,PC,4,1999
Alexi Lalas International Soccer,PlayStation,6,1999
Aliens vs. Predator [1999],PC,8,1999
All Star Tennis '99,Nintendo 64,7,1999
All-Star Baseball 2000,Nintendo 64,9,1999
AMA Superbike,PC,5,1999
Amerzone: The Explorer's Legacy,PC,6,1999
Animaniacs Ten Pin Alley,PlayStation,7,1999
Animaniacs: A Gigantic Adventure,PC,4,1999
Antz,Game Boy Color,5,1999
Apache Havoc: Enemy Engaged,PC,7,1999
Ape Escape,PlayStation,10,1999
Apollo 18: The Moon Missions,PC,4,1999
Arcade Party Pak,PlayStation,8,1999
Armada [1999],Dreamcast,9,1999
Armored Fist 3,PC,7,1999
Armorines: Project S.W.A.R.M.,Game Boy Color,7,1999
Armorines: Project S.W.A.R.M.,Nintendo 64,6,1999
Army Men 3D,PlayStation,7,1999
Army Men II,PC,4,1999
Army Men: Air Attack,PlayStation,8,1999
Army Men: Sarge's Heroes,Nintendo 64,6,1999
Army Men: Toys in Space,PC,5,1999
Asteroids [1999],Game Boy Color,8,1999
Asteroids Hyper 64,Nintendo 64,6,1999
Atari Arcade Hits 1,PC,9,1999
Austin Powers Operation: Trivia,PC,8,1999
Avalon Hill's Diplomacy,PC,7,1999
Awesome Golf,Lynx,9,1999
Axis & Allies: Iron Blitz,PC,8,1999
Babe and Friends,Game Boy Color,7,1999
Baldur's Gate,PC,9,1999
Ballistic,PlayStation,8,1999
Ballistic,Game Boy Color,7,1999
Barrage,PC,4,1999
Baseball Heroes,Lynx,8,1999
Baseball Stars Color,NeoGeo Pocket Color,7,1999
Basketbrawl,Lynx,4,1999
Bass Landing,PlayStation,8,1999
Bass Rise,PlayStation,6,1999
Bassmasters Classic,Game Boy Color,4,1999
Batman Returns,Lynx,8,1999
Battleship [1999],Game Boy Color,7,1999
BattleTanx,Nintendo 64,8,1999
BattleTanx: Global Assault,Nintendo 64,8,1999
BattleWheels,Lynx,9,1999
Battlezone 2000,Lynx,8,1999
Beauty and the Beast: A Board Game Adventure,Game Boy Color,6,1999
Beavis and Butt-Head DO U,PC,6,1999
Beavis and Butt-Head: Bunghole in One,PC,4,1999
Beetle Adventure Racing,Nintendo 64,9,1999
Big Air,PlayStation,7,1999
Bill & Ted's Excellent Adventure,Lynx,8,1999
Billy Bob's Huntin' 'n Fishin',Game Boy Color,5,1999
Biomotor Unitron,NeoGeo Pocket Color,7,1999
Blackstone Chronicles,PC,7,1999
Blast Radius,PlayStation,6,1999
Bleem!,PlayStation,6,1999
Bleem!,PC,6,1999
Blockout,Lynx,8,1999
Bloody Roar II: The New Breed,PlayStation,9,1999
Blue Stinger,Dreamcast,8,1999
Boggle Plus,Game Boy,6,1999
Bomberman Fantasy Race,PlayStation,7,1999
Bomberman GB (Japan),Game Boy,8,1999
Boombots,PlayStation,4,1999
Boss Rally,PC,7,1999
Bottom of the 9th,Nintendo 64,6,1999
Braveheart,PC,4,1999
Brigandine: The Legend of Forsena,PlayStation,3,1999
Bubble Bobble,Game Boy Color,7,1999
Bubble Trouble,Lynx,7,1999
Bugs Bunny Crazy Castle 3,Game Boy Color,6,1999
Bugs Bunny: Lost in Time,PlayStation,8,1999
Bust-A-Move '99,Nintendo 64,8,1999
Bust-A-Move 4,Game Boy Color,7,1999
Bust-A-Move 99,PlayStation,7,1999
Bust-A-Move Pocket,NeoGeo Pocket Color,8,1999
Caesars Palace II,Game Boy Color,8,1999
California Games,Lynx,6,1999
California Speed,Nintendo 64,4,1999
Carmageddon 2: Carpocalypse Now,PC,7,1999
Castlevania [1999],Nintendo 64,8,1999
Castlevania: Legacy of Darkness,Nintendo 64,7,1999
Castrol Honda Superbike Racing,PlayStation,4,1999
Centipede,Game Boy Color,4,1999
Centipede [1999],PlayStation,6,1999
Centipede [1999],Dreamcast,3,1999
Chameleon Twist 2,Nintendo 64,6,1999
Championship Motocross Featuring Ricky Carmichael,PlayStation,9,1999
Championship Pool,Game Boy,4,1999
Charlie Blast's Territory,Nintendo 64,7,1999
Chase H.Q. Secret Police,Game Boy Color,5,1999
Checkered Flag,Lynx,10,1999
Chessmaster II,PlayStation,8,1999
Chip's Challenge,Lynx,8,1999
Chocobo Racing,PlayStation,6,1999
Civilization: Call to Power,PC,5,1999
Clans,PC,5,1999
Clock Tower 2: The Struggle Within,PlayStation,5,1999
Close Combat III: The Russian Front,PC,9,1999
Close Combat IV: Battle of the Bulge,PC,8,1999
Command & Conquer (1999),Nintendo 64,8,1999
Command & Conquer: Tiberian Sun,PC,8,1999
Commandos: Beyond the Call of Duty,PC,8,1999
Contender,PlayStation,3,1999
Cool Boarders 4,PlayStation,4,1999
Crash Team Racing,PlayStation,9,1999
Croc 2,PlayStation,8,1999
Crusaders of Might and Magic,PC,4,1999
Crush Roller,NeoGeo Pocket Color,8,1999
Crystal Mines II,Lynx,7,1999
Curse You! Red Baron,PC,4,1999
Cutthroats: Terror on the High Seas,PC,6,1999
CyberStrike 2,PC,7,1999
CyberTiger,PlayStation,6,1999
Dark Vengeance,PC,7,1999
Darkstone,PC,9,1999
Dead in the Water,PlayStation,7,1999
Delta Force 2,PC,8,1999
Demolition Racer,PlayStation,8,1999
Descent 3,PC,9,1999
Desert Strike,Lynx,8,1999
Destrega,PlayStation,6,1999
Destruction Derby 64,Nintendo 64,7,1999
Dino Crisis,PlayStation,9,1999
Dinolympics,Lynx,7,1999
Dirt Track Racing,PC,9,1999
Dirty Larry: Renegade Cop,Lynx,5,1999
Disciples: Sacred Lands,PC,9,1999
Donkey Kong 64,Nintendo 64,9,1999
Double Dragon,Lynx,5,1999
Dracula the Undead,Lynx,7,1999
Dracula the Undead,Lynx,7,1999
Drakan: Order of the Flame,PC,8,1999
Driver,PlayStation,10,1999
Driver,PC,9,1999
Duke Nukem,Game Boy Color,9,1999
Duke Nukem: Zero Hour,Nintendo 64,8,1999
Dungeon Keeper II,PC,9,1999
Dynamite Cop,Dreamcast,4,1999
Earthworm Jim 3D,Nintendo 64,7,1999
Earthworm Jim: Menace 2 the Galaxy,Game Boy Color,6,1999
Echo Night,PlayStation,8,1999
Ehrgeiz: God Bless the Ring,PlayStation,8,1999
Electrocop,Lynx,7,1999
Eliminator,PlayStation,4,1999
ESPN X Games Pro Boarder,PC,8,1999
European Soccer Challenge,Lynx,8,1999
Evel Knievel [1999],Game Boy Color,2,1999
EverQuest,PC,8,1999
Evil Zone,PlayStation,4,1999
Evolution: The World of Sacred Device,Dreamcast,7,1999
Expendable,Dreamcast,7,1999
Expert Pool,PC,8,1999
Extreme Boards & Blades,PC,2,1999
Extreme Bullrider,PC,2,1999
Extreme Mountain Biking,PC,4,1999
Extreme Rodeo,PC,2,1999
Extreme Tennis,PC,2,1999
Extreme Watersports,PC,1,1999
Extreme Wintersports,PC,4,1999
F-1 Race,Game Boy,7,1999
F-1 World Grand Prix,Dreamcast,9,1999
F-16 Aggressor,PC,7,1999
F-22 Lightning 3,PC,8,1999
Falcon 4.0,PC,8,1999
Fat Bobby,Lynx,6,1999
Fatal Abyss,PC,5,1999
Fatal Fury: First Contact,NeoGeo Pocket Color,7,1999
Fidelity Ultimate Chess Challenge,Lynx,7,1999
FIFA '99,Nintendo 64,9,1999
FIFA 2000 Major League Soccer,PC,9,1999
FIFA 2000 Major League Soccer,PlayStation,9,1999
Fighter Maker,PlayStation,8,1999
Fighter Pilot: Ready - Aim - Fire,PC,5,1999
Fighter Squadron: Screamin' Demons Over Europe,PC,7,1999
Fighting Force 2,PlayStation,3,1999
Fighting Force 64,Nintendo 64,6,1999
Fighting Steel,PC,7,1999
Final Fantasy Anthology,PlayStation,9,1999
Final Fantasy VIII,PlayStation,9,1999
Fisherman's Bait,PlayStation,4,1999
Flag to Flag,Dreamcast,8,1999
Fleet Command,PC,7,1999
Flight Unlimited III,PC,9,1999
Fly!,PC,5,1999
Flying Dragon,Nintendo 64,5,1999
Force 21,PC,8,1999
FreeSpace 2,PC,9,1999
Freestyle Boardin' '99,PlayStation,1,1999
Frogger,Game.Com,7,1999
Frogger [1998],Game Boy Color,8,1999
FunPack 3D,PC,4,1999
G-Police: Weapons of Justice,PlayStation,9,1999
"Gabriel Knight III: Blood of the Sacred, Blood of the Damned",PC,8,1999
Gallop Racer,PlayStation,9,1999
Game & Watch Gallery,Game Boy,8,1999
Game & Watch Gallery 2,Game Boy Color,8,1999
Game & Watch Gallery 3,Game Boy Color,8,1999
Gates of Zendocon,Lynx,7,1999
Gauntlet Legends,Nintendo 64,8,1999
Gauntlet: The Third Encounter,Lynx,6,1999
Gex 3: Deep Cover Gecko,PlayStation,8,1999
Gex 3: Deep Cover Gecko,Nintendo 64,6,1999
Gex 3: Deep Pocket Gecko,Game Boy Color,6,1999
Gex: Enter the Gecko,Game Boy Color,5,1999
Godzilla: The Series,Game Boy Color,6,1999
Goemon's Great Adventure,Nintendo 64,8,1999
Golf,Game Boy,9,1999
Gordo 106,Lynx,5,1999
Gran Turismo 2,PlayStation,10,1999
Grand Theft Auto,Game Boy Color,4,1999
Grand Theft Auto II,PC,7,1999
Grand Theft Auto II,PlayStation,7,1999
Grand Theft Auto: London 1969,PlayStation,8,1999
Grand Theft Auto: London 1969,PC,8,1999
Grandia,PlayStation,9,1999
Gruntz,PC,6,1999
Guardian's Crusade,PlayStation,9,1999
Gulf War: Operation Desert Hammer,PC,3,1999
Half-Life: Opposing Force,PC,8,1999
Hangsim,PC,7,1999
Hard Drivin',Lynx,6,1999
Hard Drivin',Lynx,6,1999
Harley-Davidson: Race Across America,PC,5,1999
Harvest Moon,Game Boy,8,1999
Harvest Moon 64,Nintendo 64,8,1999
Heavy Gear II,PC,8,1999
Hello Kitty's Cube Frenzy,PlayStation,7,1999
Heroes of Might and Magic III: Armageddon's Blade,PC,9,1999
Heroes of Might and Magic III: The Restoration of Erathia,PC,9,1999
Hidden & Dangerous,PC,8,1999
High Heat Baseball 2000,PC,9,1999
High Heat Baseball 2000,PlayStation,5,1999
Hockey,Lynx,7,1999
Hole in One Golf,Game Boy Color,3,1999
Homeworld,PC,10,1999
Hot Wheels: Turbo Racing,Nintendo 64,8,1999
Hot Wheels: Turbo Racing,PlayStation,7,1999
Hybrid Heaven,Nintendo 64,7,1999
Hydra,Lynx,8,1999
Hydro Thunder,Dreamcast,9,1999
Hype: The Time Quest,PC,8,1999
Hyperdrome,Lynx,6,1999
Imperialism II: The Age of Exploration,PC,8,1999
In-Fisherman Bass Hunter 64,Nintendo 64,8,1999
Incoming,Dreamcast,7,1999
Indiana Jones and the Infernal Machine,PC,8,1999
Interplay Sports Baseball 2000,PlayStation,8,1999
Interplay Sports Baseball 2000,PC,5,1999
Interstate '82,PC,7,1999
Invasion From Beyond,PlayStation,7,1999
Irritating Stick,PlayStation,6,1999
Ishido: The Way of the Stones,Lynx,8,1999
Jade Cocoon: Story of the Tamamayu,PlayStation,8,1999
Jagged Alliance 2,PC,9,1999
James Bond 007 [1998],Game Boy,7,1999
Jane's USAF [1999],PC,8,1999
Jeff Gordon XS Racing,PC,7,1999
Jeff Gordon XS Racing,Game Boy Color,5,1999
Jeff Wayne's The War of the Worlds,PC,6,1999
Jeopardy! [1998],Game.Com,6,1999
Jet Coaster Dream,Dreamcast,9,1999
Jet Force Gemini,Nintendo 64,8,1999
Jet Moto 3,PlayStation,9,1999
Jimmy Connors Tennis,Lynx,8,1999
Joust,Lynx,10,1999
Joust / Defender,Game Boy Color,9,1999
Ken Griffey Jr.'s Slugfest,Nintendo 64,8,1999
Ken Griffey Jr.'s Slugfest,Game Boy Color,4,1999
Killer Loop,PlayStation,5,1999
King's Quest VIII: Mask of Eternity,PC,8,1999
Kingpin: Life of Crime,PC,8,1999
Kirby's Pinball Land,Game Boy,8,1999
Klax,Lynx,9,1999
Klax,Game Boy Color,8,1999
Klustar,Game Boy Color,6,1999
Knockout Kings 2000,PlayStation,9,1999
Knockout Kings 2000,Nintendo 64,7,1999
KO,PC,4,1999
Krazy Ace Miniature Golf,Lynx,6,1999
Kung Food,Lynx,6,1999
Langrisser Millenium,Dreamcast,6,1999
Las Vegas Cool Hand,Game Boy Color,4,1999
Legacy of Kain: Soul Reaver,PC,9,1999
Legacy of Kain: Soul Reaver,PlayStation,9,1999
Legend of Legaia,PlayStation,7,1999
Legend of the River King,Game Boy,7,1999
LEGO Racers,Nintendo 64,8,1999
LEGO Racers,Nintendo 64,8,1999
LEGO Racers,PC,6,1999
Lemmings,Lynx,9,1999
Lexis,Lynx,5,1999
Links Extreme,PC,5,1999
Links LS 2000,PC,8,1999
Lode Runner 3D,Nintendo 64,7,1999
Logical,Game Boy Color,5,1999
Looney Tunes: Carrot Crazy,Game Boy Color,8,1999
Looney Tunes: Twouble,Game Boy Color,5,1999
Luftwaffe Commander,PC,5,1999
Lunar: Silver Star Story Complete (Four Disc Collector's Edition),PlayStation,8,1999
Machines,PC,7,1999
Madden NFL 2000,PlayStation,9,1999
Madden NFL 2000,PC,8,1999
Madden NFL 2000,Nintendo 64,8,1999
Madden NFL 2000,Game Boy Color,7,1999
Magic & Mayhem,PC,7,1999
Magical Tetris Challenge,Nintendo 64,8,1999
Malibu Bikini Volleyball,Lynx,7,1999
Man of War II: Chains of Command,PC,6,1999
Marble Madness,Game Boy Color,5,1999
Mario Golf,Nintendo 64,8,1999
Mario Golf [Game Boy Color],Game Boy Color,10,1999
Mario Party,Nintendo 64,8,1999
Marvel Super Heroes vs. Street Fighter,PlayStation,8,1999
Marvel vs. Capcom: Clash of Super Heroes,Dreamcast,9,1999
MechWarrior 3,PC,9,1999
Medal of Honor [1999],PlayStation,9,1999
Men In Black: The Series,Game Boy Color,3,1999
Metal Gear Solid: VR Missions,PlayStation,7,1999
Metal Slug: First Mission,NeoGeo Pocket Color,9,1999
Metroid II: Return of Samus,Game Boy,9,1999
Mickey's Racing Adventure,Game Boy Color,8,1999
Micro Machines 64 Turbo,Nintendo 64,9,1999
Microsoft Baseball 2000,PC,7,1999
Microsoft Golf 1999 Edition,PC,7,1999
Microsoft Pinball Arcade,PC,5,1999
Midtown Madness,PC,8,1999
Might and Magic VII: For Blood and Honor,PC,8,1999
Missile Command [1980],Game Boy Color,6,1999
Missile Command [1999],PlayStation,7,1999
Mission: Impossible,PlayStation,7,1999
MLB 2000,PlayStation,9,1999
Mob Rule,PC,5,1999
Mole Mania,Game Boy,8,1999
Monaco Grand Prix,PlayStation,8,1999
Monaco Grand Prix,Dreamcast,8,1999
Monaco Grand Prix,Nintendo 64,8,1999
Monaco Grand Prix Racing Simulation 2,PC,7,1999
Monkey Hero,PlayStation,3,1999
Monopoly [1999],Game Boy Color,7,1999
Monopoly Casino,PC,8,1999
Monster Rancher 2,PlayStation,9,1999
Monster Truck Madness 64,Nintendo 64,7,1999
Montezuma's Return,PC,5,1999
Mortal Kombat 4,Game Boy Color,4,1999
Mortal Kombat Gold,Dreamcast,6,1999
Moto Racer 2,PC,9,1999
Motocross Maniacs 2,Game Boy Color,8,1999
Motorhead [1998],PC,6,1999
Motorhead [1998],PC,6,1999
Mr. Nutz,Game Boy Color,7,1999
Ms. Pac-Man,Game Boy Color,9,1999
Ms. Pac-Man,Lynx,8,1999
MTV Sports Snowboarding,PlayStation,7,1999
Myth II: Soulblighter,PC,9,1999
Namco Museum 64,Nintendo 64,6,1999
Napoleon 1813,PC,6,1999
NASCAR 2000,Nintendo 64,7,1999
NASCAR 2000,PlayStation,7,1999
NASCAR Racing 3,PC,9,1999
NASCAR Revolution,PC,5,1999
Nations: WWII Fighter Command,PC,7,1999
NBA 2K,Dreamcast,9,1999
NBA 3 on 3 Featuring Kobe Bryant,Game Boy Color,6,1999
NBA Basketball 2000,PlayStation,7,1999
NBA Courtside 2: Featuring Kobe Bryant,Nintendo 64,9,1999
NBA In the Zone '99,PlayStation,8,1999
NBA In the Zone '99,Nintendo 64,6,1999
NBA Inside Drive 2000,PC,7,1999
NBA Jam 2000,Nintendo 64,7,1999
NBA Live 2000,PC,9,1999
NBA Live 2000,PlayStation,9,1999
NBA Live 2000,Nintendo 64,7,1999
NBA ShootOut 2000,PlayStation,8,1999
NBA Showtime: NBA on NBC,Dreamcast,9,1999
NBA Showtime: NBA on NBC,Nintendo 64,7,1999
NBA Showtime: NBA on NBC,PlayStation,7,1999
NCAA Final Four 2000,PlayStation,8,1999
NCAA Final Four 99,PlayStation,8,1999
NCAA Football 2000,PlayStation,8,1999
NCAA GameBreaker 2000,PlayStation,8,1999
NCAA March Madness '99,PlayStation,7,1999
NCAA March Madness 2000,PlayStation,9,1999
Nectaris: Military Madness [1999],PlayStation,9,1999
Need for Speed: High Stakes,PlayStation,9,1999
Need for Speed: High Stakes,PC,8,1999
Neo Cherry Master Color,NeoGeo Pocket Color,4,1999
Neo Dragon's Wild,NeoGeo Pocket Color,4,1999
Neo Mystery Bonus,NeoGeo Pocket Color,4,1999
Neo Turf Masters,NeoGeo Pocket Color,7,1999
NERF Arena Blast,PC,9,1999
NFL 2K,Dreamcast,10,1999
NFL Blitz 2000,PlayStation,9,1999
NFL Blitz 2000,Nintendo 64,9,1999
NFL Blitz 2000,Dreamcast,8,1999
NFL Blitz 2000,PC,8,1999
NFL Blitz 2000,Game Boy Color,2,1999
NFL Fever 2000,PC,8,1999
NFL Football,Lynx,4,1999
NFL GameDay 2000,PlayStation,8,1999
NFL Quarterback Club 2000,Nintendo 64,6,1999
NFL Quarterback Club 2000,Dreamcast,2,1999
NFL Xtreme 2,PlayStation,6,1999
NHL 2000,PlayStation,9,1999
NHL 2000,PC,8,1999
NHL Blades of Steel,Game Boy Color,7,1999
NHL Blades of Steel '99,Nintendo 64,5,1999
NHL Championship 2000,PlayStation,9,1999
NHL FaceOff 2000,PlayStation,7,1999
Nightlong: Union City Conspiracy,PC,7,1999
Ninja Gaiden,Lynx,7,1999
Ninja Gaiden III: The Ancient Ship of Doom,Lynx,8,1999
NIRA Intense Import Drag Racing,PC,7,1999
Nocturne,PC,7,1999
North vs. South: The Great American Civil War,PC,7,1999
Notepad,PC,2,1999
Nuclear Strike,Nintendo 64,7,1999
Oddworld: Abe's Exoddus,PC,9,1999
Odium,PC,7,1999
Official Formula 1 Racing,PC,5,1999
Omega Boost,PlayStation,6,1999
Omikron: The Nomad Soul,PC,9,1999
Outcast,PC,9,1999
Pac-Land,Lynx,7,1999
Pac-Man,NeoGeo Pocket Color,7,1999
Pac-Man World 20th Anniversary,PlayStation,8,1999
Pac-Man: Special Color Edition,Game Boy Color,8,1999
Pandora's Box,PC,8,1999
Panzer Elite,PC,5,1999
Panzer General 3D Assault,PC,8,1999
Paperboy,Lynx,7,1999
Paperboy,Game Boy Color,4,1999
Paperboy (2000),Nintendo 64,8,1999
Penny Racers,Nintendo 64,6,1999
PenPen TriIcelon,Dreamcast,7,1999
PGA Championship Golf 1999 Edition,PC,8,1999
Pharaoh,PC,9,1999
Pinball Jam,Lynx,8,1999
Pit-Fighter,Lynx,5,1999
Pitfall: Beyond the Jungle,Game Boy Color,3,1999
Planescape: Torment,PC,9,1999
Plus Plum,Dreamcast,6,1999
Pocket Bomberman,Game Boy Color,7,1999
Pocket Bowling,Game Boy Color,7,1999
Pocket Tennis Color,NeoGeo Pocket Color,8,1999
Point Blank 2,PlayStation,9,1999
Pokemon Blue Version,Game Boy,10,1999
Pokemon Pinball,Game Boy Color,8,1999
Pokemon Red Version,Game Boy,10,1999
Pokemon Snap,Nintendo 64,8,1999
Pokemon Stadium 2 [Japanese Version],Nintendo 64,8,1999
Pokemon Yellow: Special Pikachu Edition,Game Boy,10,1999
Poker Night with David Sklansky,PC,6,1999
Pong: The Next Level,PlayStation,9,1999
Pong: The Next Level,PC,7,1999
Ponx,Lynx,6,1999
Populous: The Beginning,PC,9,1999
Populous: The Beginning,PlayStation,7,1999
Power Factor,Lynx,7,1999
Power Stone,Dreamcast,9,1999
Prince of Persia [1999],Game Boy Color,8,1999
Prince of Persia 3D,PC,8,1999
Pro 18: World Tour Golf,PC,5,1999
Pro 18: World Tour Golf,PlayStation,3,1999
Pro-Pinball: Big Race USA,PC,7,1999
Psychic Force 2012,Dreamcast,7,1999
Puyo Pop,NeoGeo Pocket Color,9,1999
Puzzle Link,NeoGeo Pocket Color,9,1999
Puzzle Master,Game Boy Color,8,1999
Qix,Lynx,7,1999
Quake II,PlayStation,9,1999
Quake II,Nintendo 64,8,1999
Quake III: Arena,PC,9,1999
Quest for Camelot,Game Boy Color,4,1999
R-Type Delta,PlayStation,8,1999
R-Type DX,Game Boy Color,8,1999
R-Types,PlayStation,6,1999
R/C Stunt Copter,PlayStation,9,1999
R4: Ridge Racer Type 4,PlayStation,9,1999
Rage of Mages 2: Necromancer,PC,4,1999
Raiden,Lynx,7,1999
Rampage,Lynx,9,1999
Rampage 2: Universal Tour,Game Boy Color,6,1999
Rampage 2: Universal Tour,Nintendo 64,5,1999
Rampage 2: Universal Tour,PlayStation,5,1999
Rampart,Game Boy Color,9,1999
Rampart,Lynx,8,1999
Rat Attack,PlayStation,6,1999
Rats!,Game Boy Color,8,1999
Rayman 2: The Great Escape,PC,9,1999
Rayman 2: The Great Escape,Nintendo 64,9,1999
Re-Volt,PC,9,1999
Re-Volt,Dreamcast,9,1999
Re-Volt,PlayStation,6,1999
Re-Volt,Nintendo 64,5,1999
Ready 2 Rumble Boxing,Dreamcast,9,1999
Ready 2 Rumble Boxing,Nintendo 64,8,1999
Ready 2 Rumble Boxing,PlayStation,7,1999
Ready 2 Rumble Boxing,Game Boy Color,6,1999
Reah,PC,5,1999
Recoil,PC,8,1999
Redline,PC,7,1999
Requiem: Avenging Angel,PC,7,1999
Resident Evil 2 (Platinum Edition),PC,7,1999
Resident Evil 2 [1998],Nintendo 64,9,1999
Resident Evil 2 [1998],Game.Com,3,1999
Resident Evil 3: Nemesis,PlayStation,9,1999
Return to Krondor,PC,7,1999
Revelations: The Demon Slayer,Game Boy Color,7,1999
Revenant,PC,8,1999
Ring: The Legend of the Nibelungen,PC,3,1999
Rippin' Riders Snowboarding,Dreamcast,7,1999
Rising Zan: The Samurai Gunman,PlayStation,9,1999
Road Rash 64,Nintendo 64,8,1999
RoadBlasters,Lynx,9,1999
Robo-Squash,Lynx,7,1999
Robotron: 2084,Lynx,8,1999
Rocket: Robot on Wheels,Nintendo 64,9,1999
Rollcage,PlayStation,9,1999
Rollcage,PC,5,1999
RollerCoaster Tycoon,PC,9,1999
RollerCoaster Tycoon: Corkscrew Follies,PC,7,1999
Rugrats: Scavenger Hunt,Nintendo 64,4,1999
Rugrats: The Movie,Game Boy Color,5,1999
Rush Down,PlayStation,2,1999
ruthless.com,PC,5,1999
Rygar,Lynx,7,1999
S.C.A.R.S.,PC,7,1999
S.I.M.I.S.,Lynx,9,1999
S.T.U.N. Runner,Lynx,9,1999
Samurai Shodown 2! Pocket Fighting Series,NeoGeo Pocket Color,9,1999
Scrabble [1999],PlayStation,4,1999
Scrapyard Dog,Lynx,8,1999
SEGA Bass Fishing,Dreamcast,9,1999
SEGA Rally 2: Sega Rally Championship,Dreamcast,9,1999
Septerra Core: Legacy of the Creator,PC,8,1999
Seven Kingdoms II: The Fryhtan Wars,PC,9,1999
Shadow Company: Left for Dead,PC,7,1999
Shadow Madness,PlayStation,7,1999
Shadow Man,Nintendo 64,9,1999
Shadow Man,Dreamcast,9,1999
Shadow Man,PC,8,1999
Shadow Man,PlayStation,4,1999
Shadow of the Beast [1989],Lynx,7,1999
Shadowgate 64: Trials of the Four Towers,Nintendo 64,6,1999
Shanghai,Lynx,10,1999
Sid Meier's Alien Crossfire,PC,9,1999
